twitter_id	label	user_id	location	url	protected	verified	followers_count	friends_count	listed_count	favourites_count	statuses_count	created_at	user_status	reason
731166399389962242	unverified	431917957		0									0	"403 Forbidden
63 - User has been suspended."
714598641827246081	unverified	94215989		0	0.0	1.0	239129.0	1081.0	2042.0	36629.0	17929.0	2009-12-03 00:40:07+00:00	1	
691809004356501505	non-rumor	30313925	Washington, DC	1	0.0	1.0	12332633.0	227.0	56591.0	0.0	28252.0	2009-04-10 21:10:30+00:00	1	
693204708933160960	non-rumor	2557521		1	0.0	1.0	38140442.0	390.0	59458.0	2091.0	125402.0	2007-03-27 20:46:16+00:00	1	
551099691702956032	true	2883841	Hollywood, CA	1	0.0	1.0	11734944.0	111465.0	32792.0	28762.0	285076.0	2007-03-29 19:42:27+00:00	1	
767223774072676354	non-rumor	428333	Everywhere	1	0.0	1.0	61703160.0	120.0	190431.0	27.0	76809.0	2007-01-02 01:48:14+00:00	1	
715515982584881152	unverified	18643437	London	1	0.0	1.0	1158188.0	786.0	7134.0	8337.0	79227.0	2009-01-05 20:04:23+00:00	1	
514106273852174337	true	14173315	New York, NY	1	0.0	1.0	8735544.0	1845.0	48901.0	784.0	323842.0	2008-03-18 23:19:17+00:00	1	
500319801344929795	unverified	23995748	New York, NY	1	0.0	1.0	634284.0	14096.0	5824.0	5318.0	136397.0	2009-03-12 18:09:36+00:00	1	
495366618818830336	false	138102228	Maine	0	0.0	0.0	99679.0	752.0	1195.0	73788.0	29689.0	2010-04-28 16:38:03+00:00	1	
532206910796468224	false	20562637	New York, NY	1	0.0	1.0	3527239.0	388.0	34584.0	2072.0	700947.0	2009-02-11 01:18:18+00:00	1	
560187970389819392	false	168541923	Washington, DC	1	0.0	1.0	283688.0	248574.0	1138.0	3726.0	10607.0	2010-07-19 17:18:06+00:00	1	
531568534066057217	false	1114067306	LA SABANA	0	0.0	0.0	10897.0	123.0	78.0	10.0	7115.0	2013-01-23 10:37:20+00:00	1	
489829414704648192	false	15307435	THAILAND	1	0.0	1.0	198837.0	2520.0	696.0	1672.0	85113.0	2008-07-03 12:00:52+00:00	1	
524925730053181440	unverified	19038934	Toronto	1	0.0	1.0	1414073.0	337.0	9249.0	0.0	158223.0	2009-01-15 21:03:19+00:00	1	
766989078294306816	non-rumor	14075928		1	0.0	1.0	11700656.0	8.0	68407.0	3.0	85061.0	2008-03-04 02:48:37+00:00	1	
499530130487017472	unverified	24165761		1	0.0	1.0	279687.0	1275.0	2830.0	184960.0	78797.0	2009-03-13 12:55:21+00:00	1	
520284654755381249	false	972651		1	0.0	1.0	9461956.0	2731.0	118363.0	1716.0	449145.0	2007-03-12 01:28:01+00:00	1	
767515401831997440	non-rumor	14075928		1	0.0	1.0	11700656.0	8.0	68407.0	3.0	85061.0	2008-03-04 02:48:37+00:00	1	
565999191982616577	true	57917441	The Lizzantine Empire	1	0.0	1.0	137990.0	3691.0	4565.0	4778.0	97078.0	2009-07-18 12:04:09+00:00	1	
554343513887105024	false	51241574	Global	1	0.0	1.0	15388667.0	6845.0	101955.0	3668.0	305145.0	2009-06-26 21:48:52+00:00	1	
767715489485205505	non-rumor	2557521		1	0.0	1.0	38140442.0	390.0	59458.0	2091.0	125402.0	2007-03-27 20:46:16+00:00	1	
553467311261503488	unverified	95148130	Oxford/London	1	0.0	0.0	20572.0	1429.0	664.0	402.0	10204.0	2009-12-07 06:15:43+00:00	1	
553960736964476928	false	424083365	Vienna	1	0.0	0.0	41069.0	4944.0	1018.0	77363.0	97600.0	2011-11-29 09:15:05+00:00	1	
500303431928922113	unverified	18643437	London	1	0.0	1.0	1158188.0	786.0	7134.0	8337.0	79227.0	2009-01-05 20:04:23+00:00	1	
538900739880665088	unverified	9763482	New York / fb.com/nydailynews	1	0.0	1.0	807847.0	798.0	11026.0	2057.0	358874.0	2007-10-29 00:07:35+00:00	1	
516420964834611201	unverified	466519303	Wisconsin, USA	1	0.0	1.0	92263.0	351.0	1983.0	2600.0	50313.0	2012-01-17 14:05:56+00:00	1	
80080680482123777	false	972651		1	0.0	1.0	9461956.0	2731.0	118363.0	1716.0	449145.0	2007-03-12 01:28:01+00:00	1	
687945926774800385	non-rumor	5402612	London, UK	1	0.0	1.0	48538429.0	3.0	143415.0	0.0	37658.0	2007-04-22 14:42:37+00:00	1	
436089462326849536	false	571107566	☹0/5 | 0/Justin☹	0	0.0	0.0	3127.0	4360.0	14.0	723.0	10862.0	2012-05-04 19:58:26+00:00	1	
