user_id	friend_id	location	url	protected	verified	followers_count	friends_count	listed_count	favourites_count	statuses_count	created_at	user_status	reason
2377815434	921473238756098049		1	0.0	0.0	51637.0	2.0	220.0	1.0	88.0	2017-10-20 20:28:35+00:00	1	
2377815434	859889104045080583	America	1	0.0	0.0	71224.0	2.0	317.0	0.0	372.0	2017-05-03 21:55:13+00:00	1	
5402612	265902729	MediaCityUK, Salford	1	0.0	1.0	10044547.0	331.0	21782.0	2532.0	538723.0	2011-03-14 09:44:40+00:00	1	
5402612	742143	London, UK	1	0.0	1.0	35524347.0	18.0	130188.0	1.0	343720.0	2007-02-01 07:44:29+00:00	1	
5402612	612473	London	1	0.0	1.0	13694482.0	93.0	48374.0	2.0	487695.0	2007-01-08 08:05:57+00:00	1	
87416722	113050195	London, UK	0	0.0	1.0	347575.0	62.0	2024.0	0.0	35230.0	2010-02-10 14:54:05+00:00	1	
87416722	7587032	London, UK	1	0.0	1.0	7680446.0	23.0	29756.0	1.0	514668.0	2007-07-19 14:42:53+00:00	1	
14075928	1054496392675319810		1	0.0	0.0	41710.0	1.0	112.0	0.0	506.0	2018-10-22 22:15:06+00:00	1	
14075928	133723860	U.S. of A.	1	0.0	0.0	23495.0	4.0	124.0	887.0	1391.0	2010-04-16 13:30:28+00:00	1	
14075928	326507914		1	0.0	0.0	158630.0	132.0	0.0	0.0	2704.0	2011-06-30 01:18:12+00:00	1	
14075928	262323041	Chicago	1	0.0	1.0	40781.0	576.0	261.0	429.0	1925.0	2011-03-07 20:46:06+00:00	1	
14075928	159894847		1	0.0	1.0	258405.0	17.0	3108.0	85.0	6477.0	2010-06-26 16:14:57+00:00	1	
1647857366	2161705224	Bronx + Queens, NYC	1	0.0	0.0	19144.0	4.0	23.0	172.0	670.0	2013-10-28 22:29:40+00:00	1	
1647857366	466645191	America	1	0.0	0.0	1571451.0	1493.0	1057.0	23737.0	21554.0	2012-01-17 16:49:44+00:00	1	
1647857366	2805971402	Merica	1	0.0	0.0	39349.0	5.0	24.0	3938.0	10025.0	2014-09-12 18:14:03+00:00	1	
366355851	22795629	'merica	1	0.0	0.0	19811.0	345.0	189.0	1393.0	22050.0	2009-03-04 16:32:31+00:00	1	
366355851	1382713221656694788	Austin, TX	1	0.0	0.0	1632.0	45.0	2.0	603.0	802.0	2021-04-15 15:11:53+00:00	1	
366355851	4337569159		1	0.0	0.0	17091.0	8.0	12.0	8447.0	2275.0	2015-11-23 20:29:48+00:00	1	
366355851	2463548605	Made in America	1	0.0	0.0	4974.0	4.0	3.0	8673.0	542.0	2014-04-25 18:14:09+00:00	1	
366355851	25901146		1	0.0	1.0	265368.0	466.0	440.0	70827.0	15381.0	2009-03-22 23:03:28+00:00	1	
4714915461	499571150	Nepal	1	0.0	0.0	9963.0	9926.0	69.0	4.0	292.0	2012-02-22 07:55:03+00:00	1	
1018225862	762330058774151168		1	0.0	0.0	1365.0	4.0	1.0	0.0	6.0	2016-08-07 16:50:24+00:00	1	
1018225862	4906190919		1	0.0	0.0	12.0	3.0	0.0	12.0	14.0	2016-02-13 21:53:33+00:00	1	
1018225862	43365216	South Carolina/Nashville TN	1	0.0	0.0	16723.0	7441.0	64.0	1346.0	4099.0	2009-05-29 16:54:40+00:00	1	
1018225862	385509086		1	0.0	0.0	55294.0	2209.0	31.0	25717.0	6608.0	2011-10-05 16:38:38+00:00	1	
1018225862	466645191	America	1	0.0	0.0	1571451.0	1493.0	1057.0	23737.0	21554.0	2012-01-17 16:49:44+00:00	1	
2326482060	2608641372		0	0.0	0.0	491.0	514.0	2.0	6464.0	1722.0	2014-07-07 01:18:51+00:00	1	
247399641	1223297836151975937	All power to the people	1	0.0	0.0	12348.0	6344.0	74.0	2453.0	12502.0	2020-01-31 17:33:10+00:00	1	
247399641	604070848	World	1	1.0	0.0	2157.0	742.0	30.0	21743.0	22594.0	2012-06-10 01:12:53+00:00	1	
247399641	15322606	Alphabet Street, London	1	0.0	0.0	6129.0	3660.0	204.0	11620.0	35816.0	2008-07-05 02:00:44+00:00	1	
247399641	2371680043	WorldWide	1	0.0	0.0	2143.0	1033.0	26.0	2851.0	12816.0	2014-03-04 09:41:52+00:00	1	
247399641	731753429782036480	Digital Activist🏴 	1	0.0	0.0	89896.0	1554.0	255.0	451748.0	605116.0	2016-05-15 07:49:47+00:00	1	
247399641	808105990579257349	World	1	0.0	0.0	1049.0	499.0	6.0	3235.0	4989.0	2016-12-12 00:27:36+00:00	1	
2677214379	763055794703200257	Dundee, Scotland	0	0.0	0.0	133.0	1006.0	0.0	3928.0	576.0	2016-08-09 16:54:13+00:00	1	
2677214379	3081013470		1	0.0	0.0	84186.0	125.0	393.0	87.0	376.0	2015-03-14 14:08:05+00:00	1	
2677214379	1621337209	Global	0	0.0	0.0	147556.0	749.0	514.0	221.0	155.0	2013-07-25 21:19:24+00:00	1	
151896622	88802201	Worldwide (via Milwaukee)	1	0.0	0.0	6827.0	1418.0	101.0	51815.0	62630.0	2009-11-10 00:09:32+00:00	1	
151896622	58711646	New York	1	0.0	0.0	7514.0	2543.0	161.0	118527.0	322169.0	2009-07-21 05:09:09+00:00	1	
1406346067	301076357	Nigeria	0	0.0	0.0	10084.0	1695.0	104.0	7044.0	16620.0	2011-05-18 20:52:52+00:00	1	
1406346067	2193607094		1	0.0	0.0	1288984.0	20.0	817.0	2.0	35069.0	2013-11-14 05:57:41+00:00	1	
1406346067	2376042180	Blue Mountain State University	1	0.0	0.0	47890.0	10021.0	34.0	491.0	2852.0	2014-03-06 23:30:17+00:00	1	
1406346067	24987045	ÜT: 40.760787,-73.983665	1	0.0	1.0	75471.0	1990.0	0.0	99.0	23222.0	2009-03-18 00:05:59+00:00	1	
1406346067	342165503		0	0.0	1.0	1944255.0	1717.0	2431.0	2128.0	5204.0	2011-07-25 15:53:08+00:00	1	
1406346067	143516375		0	0.0	1.0	139301.0	252.0	423.0	81.0	3875.0	2010-05-13 17:46:49+00:00	1	
742143	612473	London	1	0.0	1.0	13694485.0	93.0	48374.0	2.0	487695.0	2007-01-08 08:05:57+00:00	1	
742143	36670025		1	0.0	1.0	3554439.0	1406.0	8514.0	8971.0	88397.0	2009-04-30 14:10:28+00:00	1	
742143	265902729	MediaCityUK, Salford	1	0.0	1.0	10044548.0	331.0	21782.0	2532.0	538723.0	2011-03-14 09:44:40+00:00	1	
742143	19701628	TV. Radio. Online	1	0.0	1.0	1982748.0	270.0	13867.0	3732.0	36841.0	2009-01-29 08:30:16+00:00	1	
742143	621533	London	1	0.0	1.0	884580.0	17.0	9893.0	32.0	113933.0	2007-01-10 12:34:33+00:00	1	
742143	1642135962	Singapore	1	0.0	1.0	263942.0	260.0	3906.0	191.0	51316.0	2013-08-03 05:59:07+00:00	1	
1571502440	92503159	Where your story takes me	1	0.0	1.0	234314.0	15002.0	997.0	9841.0	16419.0	2009-11-25 11:39:00+00:00	1	
1571502440	26548315	 New York	1	0.0	1.0	1355867.0	432638.0	10680.0	20891.0	114131.0	2009-03-25 17:50:59+00:00	1	
7587032	113050195	London, UK	0	0.0	1.0	347575.0	62.0	2024.0	0.0	35230.0	2010-02-10 14:54:05+00:00	1	
7587032	7916972	London, UK	1	0.0	1.0	71027.0	38.0	1169.0	0.0	19265.0	2007-08-02 21:02:11+00:00	1	
7587032	1734890306	Britain and Ireland	0	0.0	1.0	27847.0	1377.0	0.0	4893.0	4116.0	2013-09-06 11:51:46+00:00	1	
7587032	501616848	London	1	0.0	1.0	13699.0	1024.0	0.0	6921.0	5617.0	2012-02-24 09:35:20+00:00	1	
7587032	22147342		1	0.0	1.0	60089.0	2324.0	763.0	10578.0	17968.0	2009-02-27 14:58:39+00:00	1	
7587032	23420201	UK	1	0.0	1.0	114166.0	552.0	286.0	6565.0	34444.0	2009-03-09 10:05:42+00:00	1	
14810327	15838052		0	0.0	0.0	87.0	283.0	2.0	113399.0	5976.0	2008-08-13 15:35:18+00:00	1	
14810327	25017261	Milanville, PA	1	0.0	0.0	1632.0	3318.0	52.0	275043.0	44201.0	2009-03-18 03:08:12+00:00	1	
14810327	34931667		0	0.0	0.0	124.0	1012.0	3.0	41835.0	1200.0	2009-04-24 14:02:18+00:00	1	
14810327	64958256	Arlington, TX	0	1.0	0.0	141.0	689.0	3.0	44179.0	13447.0	2009-08-12 06:16:00+00:00	1	
14810327	467559924	A Magical Palace in Hell	0	0.0	0.0	19.0	338.0	0.0	9905.0	1483.0	2012-01-18 16:08:08+00:00	1	
14810327	6147252	The Arctic Circle	1	0.0	1.0	13657.0	826.0	53.0	14028.0	9993.0	2007-05-18 21:01:40+00:00	1	
3098760325	2790348867	in ur wifi 	1	0.0	0.0	140902.0	3750.0	347.0	72126.0	60654.0	2014-09-29 01:15:12+00:00	1	
3098760325	1972566678		1	0.0	0.0	38.0	6.0	0.0	9.0	2.0	2013-10-19 19:27:03+00:00	1	
3098760325	17536486	Global	1	0.0	1.0	937320.0	667683.0	4044.0	4374.0	21295.0	2008-11-21 13:57:26+00:00	1	
3098760325	204964559	Scottsdale, AZ	1	0.0	0.0	35111.0	32333.0	0.0	67251.0	373958.0	2010-10-19 21:29:13+00:00	1	
3098760325	39545083	Los Angeles, California	1	0.0	0.0	31211.0	7254.0	101.0	1680.0	7222.0	2009-05-12 17:13:54+00:00	1	
3098760325	37599351	Los Angeles, CA	0	0.0	1.0	2946091.0	1567059.0	4573.0	43657.0	7536.0	2009-05-04 05:03:26+00:00	1	
434655422	395053749		1	0.0	0.0	197.0	761.0	1.0	19037.0	6041.0	2011-10-21 01:55:59+00:00	1	
434655422	19513123	NJ	1	0.0	0.0	311.0	1004.0	4.0	755.0	356.0	2009-01-26 00:37:25+00:00	1	
434655422	1060810874		0	0.0	0.0	168.0	339.0	0.0	21050.0	2174.0	2013-01-04 16:10:01+00:00	1	
434655422	441425680		0	0.0	0.0	393.0	363.0	2.0	40738.0	7243.0	2011-12-20 02:42:36+00:00	1	
434655422	1340302436	Pittsburgh, PA	1	1.0	0.0	1803.0	2616.0	15.0	44187.0	12513.0	2013-04-09 21:42:00+00:00	1	
434655422	261909716	Brooklyn, NY	1	0.0	0.0	1634.0	561.0	13.0	8499.0	5655.0	2011-03-06 23:37:48+00:00	1	
2149913492	156354968	Bend, OR	1	0.0	0.0	405.0	779.0	28.0	726.0	739.0	2010-06-16 18:31:51+00:00	1	
2149913492	40377170		0	1.0	0.0	25.0	132.0	0.0	283.0	16.0	2009-05-16 01:07:02+00:00	1	
2149913492	2314412312	Ashland, Oregon	1	0.0	0.0	48.0	221.0	0.0	749.0	774.0	2014-01-27 22:20:36+00:00	1	
2149913492	1573880774		0	0.0	0.0	133.0	567.0	8.0	147.0	274.0	2013-07-06 23:35:19+00:00	1	
2149913492	17182311	Whut?	0	0.0	0.0	24.0	131.0	2.0	97.0	420.0	2008-11-05 05:05:06+00:00	1	
307478701	1222659163		1	0.0	0.0	7402.0	218.0	125.0	24873.0	48097.0	2013-02-26 18:16:12+00:00	1	
307478701	543098712	Nashville, TN	1	0.0	0.0	797.0	488.0	2.0	9047.0	4067.0	2012-04-02 01:48:31+00:00	1	
307478701	312334262	ATL	1	0.0	0.0	359.0	353.0	0.0	23462.0	1739.0	2011-06-06 23:36:34+00:00	1	
307478701	25342280	Lebanon, TN	1	0.0	0.0	937.0	761.0	12.0	2489.0	6245.0	2009-03-19 17:22:07+00:00	1	
307478701	241594523	Nashville • TN	1	0.0	0.0	3081.0	675.0	0.0	2827.0	1906.0	2011-01-22 17:11:09+00:00	1	
307478701	1169350772171124736		1	0.0	0.0	1738.0	827.0	1.0	10134.0	9438.0	2019-09-04 20:45:34+00:00	1	
2265593154	916334467764994049		0	0.0	0.0	181.0	22.0	0.0	0.0	8.0	2017-10-06 16:08:56+00:00	1	
2265593154	874004863490826240		0	0.0	0.0	77.0	37.0	3.0	1.0	22.0	2017-06-11 20:46:12+00:00	1	
2265593154	2272739412		0	0.0	0.0	131036.0	75.0	356.0	3.0	2402.0	2014-01-02 09:05:20+00:00	1	
14294848	364593753	St Petersburg, FL	1	0.0	1.0	17747.0	3036.0	640.0	17690.0	9952.0	2011-08-30 00:54:26+00:00	1	
14294848	838464523		1	0.0	1.0	227843.0	322.0	3387.0	3538.0	31416.0	2012-09-21 19:48:33+00:00	1	
14294848	230787751	New York City	1	0.0	1.0	288758.0	7612.0	1859.0	38223.0	63433.0	2010-12-26 17:40:14+00:00	1	
14294848	593837736		1	0.0	0.0	141394.0	4906.0	741.0	52542.0	343.0	2012-05-29 14:33:19+00:00	1	
14294848	812021257	Portland, Oregon	1	0.0	0.0	83613.0	2841.0	282.0	186737.0	121556.0	2012-09-09 01:00:11+00:00	1	
14294848	992541822122582016	United States	1	0.0	0.0	132093.0	2782.0	304.0	15268.0	9582.0	2018-05-04 23:09:45+00:00	1	
1122192223	9339562	Gainesville, FL	1	0.0	0.0	910.0	199.0	12.0	2386.0	430.0	2007-10-09 23:56:36+00:00	1	
